KEY,English,japanese(翻訳),翻訳率:93.04% (1044/1122)
acttitleMisc,Move Wireframe / Remove Dirt,設置枠の移動 / 土の除去,
actdescMisc,[i]Q: Do I need to flatten the terrain ahead of placing a base starter block?[/i]\nNo. You can move the preview- wireframe UP and DOWN ahead of placing it. Please have a look in the Options menu to which keys this action is currently bound to (Default Page Up and Page down).\n\n[i]Q: I have built my base into a hill and need to remove the dirt. Does the drill or flatten mode of the Multitool damage my base blocks?[/i]\nNo.\n\n[i]Q: How do i remove blocks without using the Multitool Tool in CREATIVE?[/i]\nUse SHIFT-rightmouse click (This has been changed from pre-alpha as right-click also brings up the block-manager now)\n\n[i]Q: The night is so dark – what can I do?[/i]\nPlace some work lights! \n\n[u]Tip:[/u] The Player Drone (F5) can do ALL of the building tasks as well!,[i]Q: ベーススターターブロックを配置する前に整地は必要ですか？[/i]\n A:いいえ。プレビュー枠は設置前に上下に移動できます。デフォルト設定ではPage Up と Page downです。\n\n[i]Q: 丘の中に建てたから室内の土を排除したい。ドリルは基地のブロックを壊しますか？[/i]\n A:いいえ。\n\n[i]Q: クリエイティブで、もっと楽にブロック削除できませんか？[/i]\n A:つ [SHIFT + 右クリック] \n\n[i]Q: 夜、暗すぎ。どうしろと？[/i]\n A:作業灯置けよ！\n\n[u]ヒント:[/u] プレイヤードローン (F5) は全ての建築作業ができるよ！操作しづらいけどな！,
tasktitleBuilding2,Building - Part II,建築 パートⅡ,
taskheadBuilding2,Building - Part II,建築 パートⅡ,
acttitleMirror,Mirror Planes,ブロックの対称面設置,
actdescMirror,"[i]Q: Can I use a mirror mode when building?[/i]\nYes. You need to hold a block in your hand. Then click and hold N and select the mirror plane you want to use. While still holding N, click on a block of your vessel that should serve as the 'mirror axis'. A mirror plane will be shown. You can only use one mirror plane at a time.",[i]Q: 建築時に左右対称で設置とかできますか？[/i]\n A:はい。まず N でビルドツールを出し、Buildingページにある XY、XZ、YZのいずれかを選択後、建築対象をクリックしてみてください。XYなら青、XZは赤、YZは緑の網目で表示されるはずです。もし出なければ一回ジャンプして改めて地に足を付けなおしてから試してみてください。対象にしたい位置をクリックして合わせ、「対称面」にチェックを入れてからブロックを設置してください。,
acttitlePaint,Painting and Texturing,テクスチャーとペイント,
actdescPaint,[i]Q: Is it possible to re-texture devices like stairs or generators?[/i]\nYes!\n\n[i]Q: Is it possible to apply a texture or a paint to a whole block?[/i]\nYes. Just tick the 'apply to all sides' button in the paint/texture menu.\n\n[i]Q: Why do the available textures change in my tool while pointing at different blocks?[/i]\nThe available textures are split in two sections: \n1. Common textures that are available for all block materials. \n2. Special textures that are only available for certain materials.\n\nThe Special Textures are automatically loaded to the menu when pointing at a block with the texture tool!,[i]Q: 階段やジェネレータなどのデバイスのテクスチャは変更できますか？[/i]\n A:いいえ。ですが色なら変えられます！\n\n[i]Q: ブロック全体のテクスチャや色の変更はできますか？[/i]\n A:はい。ペイントやテクスチャのメニューで「ブロック全体に適用」にチェックするだけで出来ます。\n\n[i]Q: 対象ブロックが違うとテクスチャ一覧が変わるのはなぜですか？[/i]\n A:利用可能なテクスチャは2種類に分類されます。全ブロックで利用可能な基本テクスチャと、特定の素材にのみ利用可能な特殊テクスチャです。\n特殊テクスチャはブロックに照準を合わせると自動でメニューに読み込まれます。,
acttitleWopac,Window Opacity,ウインドウの透明度,
actdescWopac,[i]Q: How can I switch the opacity of the standard windows?[/i]\nEquip the Multitool and set to Rotate mode via RMB. Then aim at the window and left-mouse-click to swap the opacity (this does not work for the windows with blinds!),[i] Q:標準ウィンドウの不透明度を切り替えるにはどうしたらいいですか?[/i]\nマルチツールを使い、RMBで回転モードにします。 次に、ウィンドウを目標にしてマウスを左クリックして不透明度を入れ替えます(これはブラインド付きのウィンドウでは機能しません)。,
acttitleSettings,Change Device Settings,デバイスの設定変更,
actdescSettings,"[i]Q: Do I need to walk up to any of my devices to adjust their settings, for example for changing the color of lights?[/i]\nThere are several ways how you can work on the devices of a base or vessel\n1. Walk up to a device, aim the crosshair at it and hit P. The Control Panel will open the device detail page! (You need to be in physical touch with the base or vessel!) \n2. Open the Control Panel (P) and use the list on the left to open the detail page",[i]Q: ライトの色を変えるといった、デバイスの設定を変更するには直接歩いていかなきゃダメ？[/i]\n A:基地や艦船のデバイスをいじる方法はいくつかあります。\n 1. デバイスまで歩いていって照準を合わせてPキーを押し、コントロールパネルのデバイスタブに移動する。注:この時基地や艦船に物理的に接触している必要があります！\n 2. コントロールパネルを開き (P) 、手動でリストから選ぶ。,
acttitleRename,Renaming Base/Vessel/Devices,基地や艦船、デバイスの名前の変更,
actdescRename,[i]Q: Can I rename a base or vessel?[/i]\nYes. Open the Control Panel (P) and change the name of your base in the lower right corner of the info screen. Hit ENTER to save the name.\n\n[i]Q: Can I rename the devices of a base or vessel?[/i]\nYes. You first need to add them to a group manually or by using the auto-group feature. Then open the detail page of a device by selecting it from the list. Change the name in the top-middle box (next to NAME). Hit ENTER to save the name! \n\n[u]Please note (current limitations): [/u] \n- Un-grouped devices cannot be renamed. \n- Using auto-group a second time after having renamed devices will reset the renamed devices to standard name!,[i]Q: 基地や艦船の改名はできますか？[/i]\n A:はい。 コントロールパネルを開き (P) 、メインタブの情報欄で変更します。ENTER で記録されます。\n\n[i]Q: デバイスの改名はできますか？[/i]\n A:はい。まず必要なのは手動 / 自動でそのデバイスをグループ分けすることです。そしてデバイスをリストから選択て詳細ページを開きます。中央上部の名前欄に名前を入力してください。ENTER を忘れずに！\n\n[u]ご注意 (現在の制限事項): [/u] \n- グループ化していないデバイスは、改名できません。\n- 改名後にそのデバイスを別のグループに移動すると、標準名に戻ってしまいます！,
tasktitleVessel,Vessel - Part I,艦船 パートⅠ,
taskheadVessel,Vessel - Part I,艦船 パートⅠ,
acttitleDieO2,No O2 in Cockpit,コックピットに酸素がない,
actdescDieO2,"[i]Q: I am dying from a lack of O2 while sitting in a cockpit![/i]\nYou need to add an O2 tank, filled with O2 bottles to your vessel. Otherwise you'll use up your suit O2. This also applies to Passenger Seats in any vessel.",[i] Q:コックピットに座ってたら酸素不足で死んだ![/i]/n A:船に酸素タンクを設置し、酸素ボトルを補充する必要があります。酸素が無い場合は、スーツの酸素を使います。これはどの艦船でも、助手席・客席でも同じです。,
acttitleFlipped,Hover Vessel Flipped,ホバー船の横転,
actdescFlipped,[i]Q: My Hover Vessel has flipped to the side?[/i] \nUse SHIFT and it will upright itself (if there is enough empty room).,[i] Q: ホバーが横転したら?[/i]/n A:SHIFTを使用してください(十分なスペースがある場合)。,
acttitleHorizon,Align to Horizon (SV,船を水平にする,
actdescHorizon,"[i]Q: I can't manage to align my Small or Capital Vessel to the horizon / can't get to a stable hovering position?[/i] \nHold O (default) and your vessel will align to the horizon and gain a stable hovering position. This won't work in space, though.",[i] Q:船が水平になりません。安定させることはできませんか?[/i]/n A:Oキー(デフォルト)を押して下さい。安定したホバリング位置を得ることができます。ただし宇宙では機能しません。,
acttitleCVtip,CV turns only very slowly,CVの旋回が遅い,
actdescCVtip,[i]Q: My Capital Vessel turns very slow and I hate dragging the mouse for hours?[/i] \nEither add more RCS or use the ARROW KEYS for turning your Capital Vessel! Combine both and steering a large Capital Vessel will become much easier!,[i] Q:私のCVの旋回速度が非常に遅いし、何時間もマウス動かしてらんねーんですわ？[/i]/n A:RCSを追加するか、矢印キーを使ってCVを動かしてください!両方を組み合わせて操縦する方が大きなCVは操りやすくなります。,
acttitleMCockpit,Multi Cockpit Rules,マルチコックピットルール,
actdescMCockpit,"[i]Q: Can I add more than one cockpit to my vessel?[/i]\nOf course! But remember: \n- The player that enters any cockpit AT FIRST will be the pilot of the ship. \n- If this cockpit is 90° or 180° to your mounted weapons, this pilot will not have the mounted weapons on this toolbelt/at his disposal. \n- Only players that sit in a cockpit parallel to the alignment of any mounted weapon can use them.",[i] Q:船に複数の操縦席を追加することはできますか?[/i]/n A:もちろん!しかし、覚えておいてください。/n- 操縦席に最初に乗ったプレーヤーが、艦のパイロットになります。 /n- ガトリングやドリルのような固定照準武器は、同じ向きの操縦席でないと使えません。右向きのドリルの使用には右向きの操縦席に座る必要があります。,
tasktitleVessel2,Vessel - Part II,艦船 パートⅡ,
taskheadVessel2,Vessel - Part II,艦船 パートⅡ,
acttitleDocking,Docking,ドッキング,
actdescDocking,"[i]Q: Can I dock a Small Vessel or a Hover Vessel to a Capital Vessel?[/i]\nYes, but the to-be-docked vessels needs to be in the same faction as the Capital Vessel you want to dock it to. Exception: if the Capital Vessel is set to public, any private vessel can dock.\n\n[i]Q: Can I dock Small Vessel to Small Vessel or Hover Vessel to Small Vessel or Capital Vessel to a Base or any other combination?[/i]\nNo. Only Small Vessel/Hover Vessel can currently be docked to a Capital Vessel.\n\n[i]Q: How does docking work in particular?[/i]\nYour Hover Vessel or Small Vessel either need to be equipped with docking pads or landing gears attached BELOW the vessel corpus. Adding docking pads on the sides or on the top will not dock the vessel to the Capital Vessel! \n\nMove your Small Vessel or Hover Vessel onto the Capital Vessel. Lower the vessel with C and the Vessel will dock itself. There is no Docking-Key. Just have a look at the info screen on the right. It will show you a 'docked: ' with YES or NO. To undock, just hit SPACE and fly away. \n\n[u]Note:[/u] \n- Small Vessel and Hover Vessel will not dock to any other blocks than steel or hardened steel. \n - You cannot dock a Small Vessel or Hover Vessel to a Capital Vessel landing gear!\n\n[i]Q: Do the Capital Vessel landing gears have any use?[/i]\nOther than looking cool and absorbing damage from a hard landing? Not yet.",[i]Q: 小型艦やホバーをキャピタルにドッキングできますか？[/i]\n A:はい、ですが同じ派閥のキャピタルにしかドッキングできません。ただし、パブリックに設定されたキャピタルには停まれます。\n\n[i]Q: 小型艦同士やホバーと小型艦、キャピタルと基地とかその他の組み合わせでドッキングできますか？[/i]\n A:いいえ。現在のところ、小型艦とホバーが基地やキャピタルにドッキングできるだけです。\n\n[i]Q: ドッキングは具体的にどう働きますか？[/i]\n A:ホバーや小型艦の船体にドッキングパッドやランディングギアを取り付ける必要があります。それらを上面や側面につければ天井や壁にぶら下がるようなドッキングも可能になります！\n\n小型艦やホバーをキャピタルのドッキングしたい場所にギアやパッドを押し付けるように移動させてください。下部に取り付けたならCで降り、上部ならSPACEで上昇し、横なら横移動です。角度はある程度合わせる必要があります。音が鳴り、右下に表示されたドッキングの項目がYESになったらドッキング成功です。逆に離れるような操作をすればドッキング解除されます。\n\n[i]Q: キャピタルのランディングギアに使いみちはありますか？[/i]\n A:ハードランディング時に船底を守れるかもしれないような気がする以外は特に何も？今のところは。,
acttitleAccessD,Access Devices / Turrets Mid-flight,飛行中のデバイスやタレットのアクセス,
actdescAccessD,[i]Q: Can I reload my turrets or manage my constructors while flying around?[/i]\nYou can access a turret or any device from a cockpit or a passenger seat! You can also reload your ammo containers or manage your constructors while sitting in the cockpit or passenger seat in mid-flight. Simply open the Control Panel (P) and use the ACCESS button of the device – or just double-click on it! Use the BACK button to return to the Control Panel or use T (default) to exit the view.,[i]Q: 飛行中にタレットの弾薬補充したりコンストラクタを使ったりできますか？[/i]\n A: 操縦席や助手席からもタレットやデバイスにアクセスできますよ! 飛行中に座ったままで弾薬の補充やデバイスの使用が可能です。ただコントロールパネルを開いて (P) 、デバイスのアクセスボタンを押すか、ダブルクリックするだけです! 戻る時は左上のバックボタンでコントロールパネルに戻るか、F (デフォルト) で抜けてください。,
acttitleWarp,Warp,ワープ,
actdescWarp,"[i]Q: How do I warp with a ship?[/i]\nWarping is currently only possible with Capital Vessels. \n1. Add a warp drive and a warp tank to the vessel. Search for the blue crystals, turn them to Pentaxid (in a Constructor) and put them into the warp tank. Each jump will use up a given amount of Pentaxid, but Blue Crystals can be found all over the Solar System. (See Chapter 'Harvesting and Resources') \n2. To do a warp jump, fly to space, open the Space Map (M) and click the Solar System Tab. You will see a list of jump destinations on the left. Select a destination from the left and click on 'LOCK TARGET' on the bottom right. \n3. A blue crosshair will appear in your view or on the side of your helmet. Turn your vessel towards the blue rectangle, accelerate to at least 60m/s and hit K (default) to jump.\n\n[i]Q: Can my passengers take a seat in a docked vessel while warping?[/i]\nNO! Your passengers need to take a seat in a passenger seat in your Capital Vessel when warping, when flying to space or back to a planet. Otherwise they might get dropped out and will be left behind.",[i]Q: どうやってワープするのですか?[/i]\n A:ワープは現在、小型艦とキャピタルで可能です。\n1. 船にワープドライブとワープタンクを設置します。青いクリスタルを探し、そこからペンタキシドを採取してコンストラクタでワープ燃料を精製、ワープタンクに補充します。ジャンプのたびに一定量のワープ燃料を消費しますが、ペンタキシドは星系のどこにでもあります。(「収穫と資源」参照)\n2. ワープするには、宇宙でマップ(M) を開き、上のタブからセクターマップに切り替えます。左に星系マップ、右に現在行ける惑星リストが表示されます。マップかリストで目的地をクリックして、右下にあるターゲットロックボタンを押します。\n3. HUD上に目的地の惑星がオレンジ色にマークされるので、それを正面に捉えて加速します。少なくとも60m/sまで加速して、Kキー(デフォルト)でジャンプします。\n\n[i]Q: ワープ中に同乗者をドッキングした船に載せておけますか?[/i]\n A:いいえ! ワープ中や宇宙の航行中、惑星への帰還時には、同乗者はキャピタルの助手席に座っておく必要があります。さもないと彼らは脱落して取り残されるかもしれません。,
tasktitleWeapon,Weapons and Defenses,兵器と防御,
taskheadWeapon,Weapons and Defenses,兵器と防御,
acttitleRange,Range of Weapons,兵器の射程範囲,
actdescRange,"[i]Q: The range of the weapons says XX meters, but it does not seem to hit anything![/i]\nCheck the EFFECTIVE RANGE info on the bottom right! On a planet, the range will be much lower, depending on the density of the atmosphere.",[i] Q:武器には攻撃範囲XXメートルだと書いてあるのに、届いてなさげだぞ！[/i]\n A:右下の有効範囲情報を確認してください! 惑星では、大気の密度に応じて、その範囲はずっと小さくなります。,
acttitleDamageW,Damage of Tools / Chainsaw,ツール / チェーンソーの攻撃力,
actdescDamageW,"[i]Q: Does the drill or the filler & flatten tool, harvester or the chainsaw damage own or enemy blocks or enemies at all?[/i]\nNo, with one exception: the chainsaw can be used for close combat fights.",[i] Q:ドリル、チェーンソーは、敵や敵のブロックにダメージを与えられますか?[/i]\n A:ドリルは出来ませんが、チェーンソーは近接戦闘に使用できます。,
acttitleEpicW,Epic Weapons,エピック武器,
actdescEpicW,"[i]Q: Can Epic Weapons be crafted or unlocked in the Techtree?[/i]\nNo, but they use the same ammo as the standard versions (Unlocking the standard weapon version will automatically unlock its ammo!). Epic Weapons can be found in the purple containers in Alien POIs.",[i] Q:エピック武器は作製とかテックツリーで解除とかできますか?[/i]\n A:いいえ、ですが同種の通常武器と弾薬は同じなので、弾薬を作成するためには通常武器のロック解除が必要です。エピック武器はエイリアンPOIの紫色のコンテナに入っていることがあります。,
acttitleAmmo,Turrets and Mounted Weapons,タレットと搭載武装,
actdescAmmo,[i]Q: How do I reload / add ammo to my guns and turrets?[/i]\n- You need to build an ammo box and add it to your base or vessel. Then find out which ammo your guns need and just put it in the ammo box. The ammo box does not need to be near the turret. Keep it in a save place\n- Turrets will reload themselves from the ammo box. Fixed guns on Small Vessel/Hover Vessel and Capital Vessel will also reload automatically if you keep the fire button pressed. \n- You can access a turret or any device from a cockpit or a passenger seat! You can also reload your ammo containers or manage your constructors while sitting in the cockpit or passenger seat in mid-flight. Simply open the Control Panel (P) and use the ACCESS button of the device – or just double-click on it! Use the BACK button to return to the Control Panel or use F (default) to exit the view. \n- You can enter a turret and reload or shoot it manually! \n- You can NOT warp or fly to space or down to a planet while sitting in a turret!,[i]Q: 固定銃やタレットに弾薬を補充するにはどうすればいいですか？[/i]\n- A:弾薬箱をつくり、基地や艦船に設置する必要があります。武器に必要な弾薬を見つけて弾薬箱に入れてください。弾薬箱はタレットの近くに置く必要はありません。安全な場所に設置してください。\n- タレットは弾薬箱から自らリロードします。小型艦・ホバー・キャピタルの固定銃もまた、トリガを引けば自動でリロードします。\n- 操縦席や助手席から、タレットやその他のデバイスにアクセスできます! 航行中に操縦席や助手席に座ったまま、コンストラクタを操作したり、弾薬箱へ補充したりもできます。単にコンパネ (P) を開いてデバイスのアクセスボタンを押す…か、ダブルクリックするだけです! 左上の⇐ボタンで戻るか、F (デフォルト)で画面を抜けてください。\n- タレットに入って手動でリロードしたり撃ったりできます!\n- タレットに座ったままワープしたり宇宙を航行したり惑星に降りないでください!,
acttitleTaccess,Turret Access and Targeting (CV / HV),タレットのアクセスとターゲッティング (CV / HV),
actdescTaccess,"[i]Q: How do I access a turret for a Hover Vessel and Capital Vessel?[/i]\nEnter the cockpit or a passenger seat. Open the Control Panel (P) and find the turret in the list on the left. Then, either select the turret and use the ACCESS on the top right screen OR just double-click the turret to activate the gunnery HUD. Use F (default) to exit the turret.\n\n[i]Q: How do I access a turret in a Base?[/i]\nUse the Control-Panel as described above OR stand next to a turret and hit F (default) to enter it.\n\n[i]Q: How does turret targeting work? (Base/Capital Vessel/Hover Vessel?[/i]\nTurrets are AI-controlled guns that will shoot on any target that is set in their detail screen. To change their target behavior, open the Control Panel and select the turret from the list. You can activate/deactivate or change the targeting parameters in the 'Attack' overview. \n- Other Factions = anyone that does not belong to YOUR faction (Private is also a faction!) \n- Alien = Alien Drones, Soldiers and Crawlers\n- Predator = Fauna that will attack you without being provoked (like Wood Walkers or Plant Monsters). Also includes the Talon on Akua (despite they do not attack when not provoked)\n- Prey = Fauna that will not attack you (unless being provoked).",[i]Q: ホバーやキャピタルのタレットにはどうやってアクセスするのですか?[/i]\n A:操縦席か助手席に座ってください。コンパネ (P) を開いて、デバイスタブをクリックし、左の一覧から対象のタレットを選び、右上のアクセスボタンを押すか、タレットをダブルクリックすると、砲撃HUDが作動します。抜けるにはF (デフォルト) です。\n\n[i]Q: 基地のタレットの場合は?[/i]\n A:同じようにコンパネか、タレットの隣に立ってF (デフォルト)。\n\n[i]Q: タレットのターゲッティングはどう働きますか?[/i]\n A:タレットは詳細画面で設定された目標を自動で撃つ、AI制御銃です。索敵反応を変更するには、コンパネを開いてタレットを選んでください。タレットの起動・停止や、「攻撃 / 防衛」欄のターゲッティング設定を変更できます。\n- Other Factions = あなたの派閥以外全部 (プライベートも派閥のうちです!) \n- Alien = エイリアンドローン、兵士、クロウラー\n- Predator = 挑発なしでも攻撃してくる動物。アクアのタロンも含む (挑発しないと攻撃してこないにも関わらず)\n- Prey = 挑発しない限りは攻撃してこない動物,
tasktitlePOI,Alien POI and Vessels,エイリアンPOIと船,
taskheadPOI,Alien POI and Vessels,エイリアンPOIと船,
acttitlePdoor,POI Door Not Responding,POIのドアが反応しない,
actdescPdoor,"[i]Q: I cannot open the door of the POI!?[/i]\nAs long as you did not destroy the Alien Core, you need to open the doors by force, what means by weapon fire.",[i] Q:POIのドアが開かないよ![/i]/n A:エイリアンコアを破壊しない限りは、武器を使った力技で開ける必要があります。,
acttitlePblocks,POI Blocks Indestructible,POIブロックが破壊できない,
actdescPblocks,"[i]Q: I have destroyed the Alien Core and cannot destroy blocks of the base anymore!?[/i]\nAs soon as you destroyed the Alien Core, the base is set to public. What means, that in a PvE environment, the blocks of the base are protected against any weapon fire. Use the Remove and Repair tool from now an (as you would when working at your very own base)",[i] Q:エイリアンコアを破壊したら、もうブロックは壊せないのですか!?[/i]/nエイリアンコアを破壊すると、すぐにその基地はパブリックになります。 それはPvE環境では、基地のブロックが武器から保護されることを意味します。自身の基地で作業するのと同じように、マルチツールを使用してください,
acttitleTeleporter,POI Defenders Reinforcements,POI守備兵の増援,
actdescTeleporter,"[i]Q: Alien Soldiers and Defenders keep respawning. Help!?[/i]\nYou need to destroy their teleporters! Watch out for the teleporter blocks on the floor! The reinforcements will stop no earlier than you having destroyed their gateways! If you leave the POI, after 5 minutes they will teleport back to their homes and come back if you enter the POI again.",[i] Q:エイリアン兵士や警備ロボットが復活しまくりんぐ。助けて!?[/i]/n A:テレポーターを破壊してください! 床にテレポーターブロックがあるので、見つけ出してください! 増援はゲートウェイ破壊後に停止します! あなたがPOIを離れると、5分後に彼らはテレポートし、再びPOIに戻ってきます。,
acttitlePbase,Capture POI,POIの占拠,
actdescPbase,"[i]Q: Is it possible to capture a POI and make it my own base?[/i]\nOf course, although Alien Ion Cannons, Teleporters and Sentries will not work anymore.",[i] Q:POIを占拠して自分の基地にすることは可能ですか?[/i]/n A:もちろん、ですがエイリアン専用のイオンキャノン、テレポータ、セントリーガンは動作しなくなります。,
acttitleAIvessels,AI Vessels,AI艦船,
actdescAIvessels,"[i]Q: What's the difference between Freighers, Patrol Vessels and AI Carriers?[/i]\nA: Freighters (FR)\n- Can only be found in orbits\n- Enter the playfield, travel from point A to point B and leave the playfield\n- Can be stopped (destroy back thrusters), entered and looted \nA: Patrol Vessels (PV)\n- Can be found on most of the planets\n- Will follow and attack players if spottet\n- Have a starter platform where they retreat and get repaired\n- Can be downed (destroy the bottom thrusters)\n- Looting can be complicated (they are heavily armed and may ged destroyed before you can bring them down)\n- They currently do not attack Bases, just vessels and player.\nA: AI Carriers (AC)\n- Can only be found in orbits\n- Will follow and attack players\n- Will spawn drone waves to attack players\n- Can be stopped, entered and be looted\n\n[i]Q: What do all vessels have in common?[/i]\nThey can not be captured and not be used as a player vessel (may change in the future)\n\n[b]Please note: the AI-vessel logic for PV and AC and how you need to combat them, might be subject to change in upcoming major updates![/b]",[i] Q:貨物船、パトロール艦、AIキャリアーの違いは何ですか?[/i]/n A:貨物船(FR)/n- 軌道上でのみ見られる/n- プレイフィールドに入ると、A地点からB地点に向かって航行し、プレイフィールドを去る/n- 航行阻止(スラスタを破壊)、侵入及び略奪可能/n A:パトロール艦(PV)/n- ほとんどの惑星で見られる/n- プレイヤーを発見すると、追跡・攻撃してくる\n- 撤退、修理できる発着場がある\n- 撃墜可能(底部スラスタの破壊)/n- 略奪は困難 (重武装なため、倒す前に破壊されかねない)\n- 現在のところ基地は攻撃せず、プレイヤー及びその艦船のみを対象とする\n A: AIキャリアー(AC)\n- 軌道上で見られる\n- プレイヤーを追い、攻撃してくる\n- ドローンによる波状攻撃をしてくる\n- 航行阻止、侵入、略奪可能\n\n[i]Q: 全ての艦船に共通することは何ですか？[/i]\n A:彼らは捕獲できず、プレイヤー船として使えません。(将来変更の可能性あり)\n\n[b]ご注意を: パトロール艦やキャリアーのロジックや戦い方は、今後のアップデートで変更される可能性があります！[/b],
tasktitlePdrone,Player Drone,プレイヤードローン,
taskheadPdrone,Player Drone,プレイヤードローン,
acttitlePlayerD,Building Helper,建築ヘルパー,
actdescPlayerD,"[i]Q: How does the Player Drone work (F5)?[/i]\nThe drone is a building helper. It can use all building features including placing blueprints and using the Remove & Repair tool. It cannot use ALL tools or weapons yet. \n\nHit F5 to spawn the Player drone. It does not cost you resources or energy to do so, but it has a limited range. If you keep going farther away, the view will get distorted and finally be cut off. Your drone is lost. You can recall it using F5. \n\nIf the drone is destroyed by other players or just lost, you will not lose its inventory, as the inventory or blocks in the toolbelt are technically still in your players inventory/toolbelt.",[i]Q: プレイヤードローン (F5) はどういう働きをしますか?[/i]\n A:ドローンは建築助手です。設計図の設置、マルチツール、テクスチャ、ペイントなど、全ての建築機能が使えます。武器やその他のツールはまだ使えません。ドローンを使って戦利品の回収も可能です。\n\nF5でプレイヤードローンが出現します。資源も燃料も必要としませんが、行動範囲は限られます。遠くに離れて行くと視界が歪み、最終的に途絶えます。F5で呼び戻せます。\n\nドローンは現在、技術的にまだプレイヤーのインベントリ / ツールバーを共有しており、他のプレイヤーや通信ロストによってドローンが破壊されても、インベントリは失いません。,
tasktitleFaction,Faction,ファクション (派閥),
taskheadFaction,Faction,ファクション (派閥),
acttitleJoin,Create or Join,作成&参加,
actdescJoin,[i]Q: How to create or join a faction?[/i]\n- Open your inventory and click the Faction button. Just create one as you see fit. \n- You can join an existing faction or manage your faction (candidates) from the same screen,[i]Q: ファクションはどうやって作製・参加するのですか？[/i]\n- インベントリを開いてファクションボタンをクリックして、適切なものを作成してください。\n- 同じ画面から既存のファクションに参加したり、自分のファクションや志願者を管理することができます。,
acttitleFvessel,Change Faction Property Ownership,ファクション資産の所有権の変更,
actdescFvessel,"[i]Q: Is it possible to revert the faction status of a vessel or base back to public or private?[/i]\nYes, but only the Faction owner can do that.",[i] Q:船舶や拠点のファクション・ステータスをパブリックからプライベートに戻すことは可能ですか?[/i]/n A: はい、ですがその設定は、ファクションの管理者だけが行うことができます。,
acttitleFoprot,Offline Protection for Faction Property,ファクション資産のオフライン・プロテクト,
actdescFoprot,"[i]Q: Does the Offline Protection also protect all our faction structures in PvP?[/i]\nOf course, but for factions the Offline Protection only activates, if no one of your faction members is on the server anymore!",[i]Q: オフラインプロテクトは、PvPの全てのファクション建造物を保護しますか?[/i]\n A:もちろんです。が、ファクションのオフライン保護が有効になるのは、全てのメンバーがサーバーから居なくなったときだけです！,
acttitleFsetting,Set Single Device to Public,デバイスごとのパブリック設定,
actdescFsetting,[i]Q: Can I set specific devices like passenger seats for public use?[/i]\nYes! Just access the device via Control Panel and set a lock code. For public access use 0000,[i]Q: 特定のデバイスを客席なんかのようにパブリックにできますか?[/i]\n A:出来ます! コンパネのデバイスタブから、ロックコードを設定してください。 0000 にするとパブリックとなります。,
acttitleFally,Allies,同盟,
actdescFally,[i]Q: Is there a way to mark a faction as a 'friendly ally' allowing them to use our devices?[/i]\nYES! You can send a alliance request to a befriended faction!,[i]Q: ファクションを「友好的な同盟相手」として、私達のデバイスを使えるようにできますか?[/i]\n A:できます! 仲良くなったファクションに同盟のリクエストを送ってください!,
tasktitleCP,Control Panel,コントロールパネル,
taskheadCP,Control Panel,コントロールパネル,
acttitleRemote,Device Remote Access,デバイスの遠隔操作,
actdescRemote,"[i]Q: Is it possible to access Containers or Constructors from remote, other than standing next to them?[/i]\nYes! Open the Control Panel (P) and use the ACCESS button for devices like Turrets, Constructors, Containers and more! You can also DOUBLE-CLICK on the device! Use the BACK button on the top left corner of the screen to get back to the Control Panel or use F (default) to exit the view.\n\n[i]Q: I cannot open any turret on my Hover Vessel or Capital Vessel when standing next to them and using F?[/i]\nFor turrets on vessels you need to use the ACCESS button from the Control Panel as they cannot be accessed directly when standing next to them.",[i]Q: コンテナやコンストラクタに対して、そばに立つ以外の、遠隔でのアクセスってできますか?[/i]\n A:出来ます! コントロールパネル (P) を開いて、タレットなりコンストラクタなりコンテナその他を選んでアクセスボタンを押すだけ! リスト内のデバイスをダブルクリックでもOK! コンパネに戻るなら左上の⇐ボタンを、画面を抜けるなら F (デフォルト) を押してください。\n\n[i]Q: ホバーやキャピタルのタレットの近くで F を押してるのにアクセスできないんですが?[/i]\n A:艦上のタレットは、操縦席・助手席に座った状態でコンパネからでないとアクセスできません。,
acttitleRenameD,Renaming and Advanced Stats,改名 と 詳細情報,
